species,group,Exposure
Disteganthus_lateralis,Plants,1.797005901
Disterigma_agathosmoides,Plants,0.026220281
Disterigma_balslevii,Plants,0.14134367
Disterigma_campii,Plants,4.496737429
Disterigma_codonanthum,Plants,0.730084751
Disterigma_cryptocalyx,Plants,0.57904017
Disterigma_empetrifolium,Plants,0.874772397
Disterigma_humboldtiana,Plants,0.533945338
Disterigma_microphyllum,Plants,0.578133549
Disterigma_ovatum,Plants,0.7378709
Disterigma_pallidum,Plants,1.612682418
Disterigma_pernettyoides,Plants,0.847411686
Disterigma_staphelioides,Plants,0.420084116
Distichella_angustifolia,Plants,2.304921065
Distichlis_humilis,Plants,2.919481913
Distichlis_scoparia,Plants,10.33106754
Distichlis_spicata,Plants,1.286940434
Distichophyllum_andicola,Plants,7.503722505
Distictella_lohmanniae,Plants,1.087275461
Distictella_magnoliifolia,Plants,0.708411471
Distictis_stipularis,Plants,0.930190754
Distimake_aturensis,Plants,0.526103778
Distimake_digitatus,Plants,0.708152237
Distimake_flagellaris,Plants,1.226246643
Distocyclus_conirostris,Fishes,0.877135179
Disynaphia_filifolia,Plants,1.842038394
Disynaphia_minutiflora,Plants,2.304921065
Disynaphia_spathulata,Plants,0.773974874
Ditassa_aequicymosa,Plants,0.008030685
Ditassa_albonerva,Plants,0.148373881
Ditassa_banksii,Plants,0.524919817
Ditassa_blanchetii,Plants,0.878252545
Ditassa_burchellii,Plants,1.094814219
Ditassa_crassa,Plants,1.477313873
Ditassa_fiebrigii,Plants,19.87659177
Ditassa_fulva,Plants,2.304921065
Ditassa_gardneri,Plants,2.304921065
Ditassa_gillespieae,Plants,8.799714778
Ditassa_glaziovii,Plants,0.160117566
Ditassa_gracillima,Plants,2.304921065
Ditassa_grandiflora,Plants,1.880338783
Ditassa_hispida,Plants,2.910381504
Ditassa_imbricata,Plants,2.304921065
Ditassa_lagoensis,Plants,2.304921065
Ditassa_linearis,Plants,0.854131997
Ditassa_melantha,Plants,2.162749864
Ditassa_myrtilloides,Plants,2.304921065
Ditassa_nigrescens,Plants,1.465949061
Ditassa_oxyphylla,Plants,0.890128303
Ditassa_pauciflora,Plants,2.112736995
Ditassa_peruviana,Plants,4.271392929
Ditassa_pohliana,Plants,0.392862706
Ditassa_ramosa,Plants,2.304921065
Ditassa_subtrivialis,Plants,1.255723241
Ditassa_subulata,Plants,2.304921065
Ditassa_trivialis,Plants,4.606354258
Ditassa_violascens,Plants,5.132913958
Ditaxis_argothamnoides,Plants,1.538967359
Ditaxis_sellowiana,Plants,2.304921065
Ditaxis_simoniana,Plants,0.392035968
Ditrichum_bogotense,Plants,0.061059397
Dives_warczewiczi,Birds,1.062463643
Dodsonia_falcata,Plants,13.15382841
Dolichandra_hispida,Plants,1.49138868
Dolichandra_quadrivalvis,Plants,1.30662531
Dolichandra_unguiculata,Plants,1.733748703
Dolichonyx_oryzivorus_R,Birds,2.381057116
Doliocarpus_aracaensis,Plants,0.094020057
Doliocarpus_aureobaccus,Plants,3.098246493
Doliocarpus_brevipedicellatus,Plants,1.235735772
Doliocarpus_carnevaliorum,Plants,8.823949232
Doliocarpus_dentatus,Plants,0.939450712
Doliocarpus_floribundus,Plants,28.97198994
Doliocarpus_gracilis,Plants,2.524799594
Doliocarpus_hispidus,Plants,0.102500826
Doliocarpus_leiophyllus,Plants,0.988995593
Doliocarpus_liesneri,Plants,0.419702966
Doliocarpus_macrocarpus,Plants,0.876761371
Doliocarpus_magnificus,Plants,0.618075885
Doliocarpus_multiflorus,Plants,0.892339958
Doliocarpus_paraensis,Plants,1.62340036
Doliocarpus_paucinervis,Plants,1.46149233
Doliocarpus_pruskii,Plants,21.26546288
Doliocarpus_sagotianus,Plants,2.044100002
Doliocarpus_spatulifolius,Plants,0.870793948
Doliocarpus_spraguei,Plants,1.16507884
Doliornis_sclateri,Birds,0.752815561
Dolotortula_mniifolia,Plants,1.281422429
Dombeya_wallichii,Plants,0.150919585
Donacobius_atricapilla,Birds,4.358222375
Donacospiza_albifrons,Birds,0.934778622
Donnellia_commutata,Plants,0.705409257
Doras_carinatus,Fishes,0.880112097
Doras_higuchii,Fishes,1.525756915
Doras_phlyzakion,Fishes,0.521971836
Dorobaea_pimpinellifolia,Plants,0.595042026
Dorstenia_appendiculata,Plants,0.82535031
Dorstenia_asaroides,Plants,0.789471762
Dorstenia_bahiensis,Plants,2.22774553
Dorstenia_cayapia,Plants,0.898484077
Dorstenia_contrajerva,Plants,0.852031829
Dorstenia_gracilis,Plants,0.986418605
Dorstenia_grazielae,Plants,0.411065724
Dorstenia_setosa,Plants,0.655309467
Dorstenia_strangii,Plants,2.304921065
Dorstenia_tentaculata,Plants,0.99981506
Doryfera_johannae,Birds,0.708788899
Doryfera_ludovicae,Birds,1.625322454
Doryopteris_acutiloba,Plants,1.254186564
Doryopteris_conformis,Plants,2.304921065
Doryopteris_crenulans,Plants,1.716065309
Doryopteris_lorentzii,Plants,0.678524445
Doryopteris_nobilis,Plants,1.612019928
Doryopteris_ornithopus,Plants,1.205939928
Doryopteris_sagittifolia,Plants,0.832480893
Doryopteris_triphylla,Plants,0.421587002
Doyerea_emetocathartica,Plants,0.15845012
Draba_brackenridgei,Plants,0.209269872
Draba_burkartiana,Plants,19.00514921
Draba_grandiflora,Plants,3.589823998
Draba_macleanii,Plants,1.666587452
Draba_obovata,Plants,0.264767215
Draba_peruviana,Plants,1.255723241
Draba_pulvinata,Plants,0.148585217
Dracaena_guianensis,Reptiles,0.574449593
Dracaena_paraguayensis,Reptiles,0.657334695
Dracoglossum_plantagineum,Plants,0.953899811
Dracontioides_desciscens,Plants,0.859822873
Dracontium_angustispathum,Plants,0.566646981
Dracontium_asperum,Plants,1.525423599
Dracontium_croatii,Plants,6.718306613
Dracontium_grandispathum,Plants,0.854964464
Dracontium_loretense,Plants,1.044251976
Dracontium_peruvianum,Plants,0.824631537
Dracontium_ulei,Plants,0.501779034
Dracula_rezekiana,Plants,2.580159855
Dracula_simia,Plants,5.321013088
Drepanocarpus_floridus,Plants,2.304921065
Drepanocladus_polycarpon,Plants,7.799670757
Drepanoides_anomalus,Reptiles,0.897137261
Drepanolejeunea_crucianella,Plants,0.69910007
Drepanolejeunea_palmifolia,Plants,0.407473894
Drepanolejeunea_uleana,Plants,4.836093673
Drimys_granatensis,Plants,0.083311111
Dromococcyx_pavoninus,Birds,1.110486067
Dromococcyx_phasianellus,Birds,0.920619003
Drosera_amazonica,Plants,1.79017887
Drosera_biflora,Plants,2.149975016
Drosera_capillaris,Plants,1.325116536
Drosera_cayennensis,Plants,1.338846393
Drosera_chrysolepis,Plants,1.206360273
Drosera_hirtella,Plants,0.796824768
Drosera_kaieteurensis,Plants,1.709024184
Drosera_meristocaulis,Plants,0.695132675
Drosera_montana,Plants,1.327226396
Drosera_peruensis,Plants,1.874826004
Dryadella_aurea,Plants,14.46223927
Dryadella_aviceps,Plants,1.129011736
Dryadella_cuspidata,Plants,3.846997912
Dryadella_minuscula,Plants,14.17691276
Dryadella_osmariniana,Plants,7.82079458
Dryaderces_inframaculata,Amphibians,1.812594437
Dryaderces_pearsoni,Amphibians,2.829008032
Drymarchon_corais,Reptiles,1.002042642
Drymaria_ovata,Plants,1.340022821
Drymaria_paposana,Plants,0.586184828
Drymobius_rhombifer,Reptiles,0.937811791
Drymoluber_brazili,Reptiles,1.219339875
Drymoluber_dichrous,Reptiles,0.970189351
Drymonia_affinis,Plants,0.574968987
Drymonia_alloplectoides,Plants,0.937806933
Drymonia_candida,Plants,0.802060897
Drymonia_coccinea,Plants,0.946143885
Drymonia_coriacea,Plants,0.528860724
Drymonia_doratostyla,Plants,0.686772268
Drymonia_foliacea,Plants,1.099678716
Drymonia_hoppii,Plants,1.106289953
Drymonia_lanceolata,Plants,0.792730949
Drymonia_longifolia,Plants,0.65795776
Drymonia_macrophylla,Plants,0.669410098
Drymonia_serrulata,Plants,1.036125025
Drymonia_solitaria,Plants,12.37393448
Drymonia_tenuis,Plants,0.545252609
Drymonia_teuscheri,Plants,0.518095083
Drymonia_turrialvae,Plants,1.23873972
Drymonia_variegata,Plants,1.041752998
Drymophila_devillei,Birds,1.132964535
Drymophila_striaticeps,Birds,0.660537338
Drymotoxeres_pucheranii,Birds,0.290126685
Dryophylax_chimanta,Reptiles,1.43197527
Dryophylax_corocoroensis,Reptiles,20.83745813
Dryophylax_dixoni,Reptiles,0.856482979
Dryophylax_hypoconia,Reptiles,1.0350798
Dryophylax_ramonriveroi,Reptiles,1.518326469
Dryopteris_patula,Plants,1.267750976
Drypetes_fanshawei,Plants,2.150140301
Drypetes_variabilis,Plants,1.130874354
Dryptodon_austrofunalis,Plants,4.650804857
Dubusia_castaneoventris,Birds,1.376481232
Dubusia_stictocephala,Birds,0.259358487
Dubusia_taeniata,Birds,0.092472776
Duckea_flava,Plants,0.670140517
Duckea_squarrosa,Plants,1.027417124
Duckeella_adolphii,Plants,0.302212358
Duckeodendron_cestroides,Plants,1.571008276
Duckesia_verrucosa,Plants,0.981480452
Duguetia_arenicola,Plants,1.059643235
Duguetia_argentea,Plants,0.962768724
Duguetia_aripuanae,Plants,2.217410245
Duguetia_asterotricha,Plants,0.801426186
Duguetia_calycina,Plants,1.289168402
Duguetia_chrysea,Plants,0.968253371
Duguetia_decurrens,Plants,2.013643638
Duguetia_echinophora,Plants,1.347711789
Duguetia_elliptica,Plants,4.513701527
Duguetia_flagellaris,Plants,0.928906314
Duguetia_furfuracea,Plants,0.672736319
Duguetia_granvilleana,Plants,1.060231881
Duguetia_hadrantha,Plants,0.927524007
Duguetia_inconspicua,Plants,1.530337108
Duguetia_latifolia,Plants,0.835913612
Duguetia_lucida,Plants,1.260052448
Duguetia_megalophylla,Plants,2.333330324
Duguetia_microphylla,Plants,1.558014634
Duguetia_moricandiana,Plants,1.981338188
Duguetia_odorata,Plants,0.772674511
Duguetia_pauciflora,Plants,3.357546446
Duguetia_riedeliana,Plants,3.41716813
Duguetia_schulzii,Plants,2.632521338
Duguetia_surinamensis,Plants,1.129700599
Duguetia_tenuis,Plants,2.370455581
Duguetia_trunciflora,Plants,1.11888622
Duguetia_uniflora,Plants,1.01979745
Duidaea_marahuacensis,Plants,0.46957416
Duidania_montana,Plants,0.921703039
Dulacia_candida,Plants,0.870636091
Dulacia_egleri,Plants,0.91526068
Dulacia_macrophylla,Plants,0.755884578
Dulacia_papillosa,Plants,0.825450249
Dulacia_redmondii,Plants,0.355163095
Dulacia_tepuiensis,Plants,0.834200792
Dumortiera_hirsuta,Plants,0.561079426
Duopalatinus_peruanus,Fishes,0.551511388
Dupatya_angustifolia,Plants,7.565842476
Dupatya_atrovirens,Plants,2.304921065
Dupatya_blanchetiana,Plants,2.304921065
Dupatya_canescens,Plants,2.304921065
Dupatya_fluitans,Plants,2.304921065
Dupatya_foliosa,Plants,2.304921065
Dupatya_goyazensis,Plants,2.304921065
Dupatya_homomalla,Plants,2.304921065
Dupatya_imbricata,Plants,2.304921065
Dupatya_langsdorffii,Plants,2.304921065
Dupatya_myocephala,Plants,2.304921065
Dupatya_pilifera,Plants,2.304921065
Dupatya_plantago,Plants,2.304921065
Dupatya_prolifera,Plants,2.304921065
Dupatya_pulchra,Plants,2.304921065
Dupatya_reclinata,Plants,2.304921065
Dupatya_schlechtendalii,Plants,2.304921065
Dupatya_sellowiana,Plants,2.304921065
Dupatya_spiralis,Plants,2.304921065
Dupatya_vivipara,Plants,2.304921065
Duranta_costaricensis,Plants,1.246785212
Duranta_dombeyana,Plants,0.829010134
Duranta_mandonii,Plants,1.17599654
Duranta_mutisii,Plants,1.22450813
Duranta_rupestris,Plants,0.749402204
Duroia_amapana,Plants,0.04113792
Duroia_aquatica,Plants,3.38911434
Duroia_bolivarensis,Plants,0.422282329
Duroia_eriopila,Plants,1.290023118
Duroia_fusifera,Plants,1.116716646
Duroia_genipoides,Plants,1.186612382
Duroia_hirsuta,Plants,0.819179808
Duroia_longifolia,Plants,0.602262053
Duroia_macrophylla,Plants,1.24339045
Duroia_saccifera,Plants,0.579900082
Dussia_coriacea,Plants,4.225663898
Dussia_discolor,Plants,1.100317687
Dyckia_biflora,Plants,2.304921065
Dyckia_brachyphylla,Plants,0.308965709
Dyckia_bracteata,Plants,0.778901784
Dyckia_brasiliana,Plants,0.598506186
Dyckia_duckei,Plants,1.181167259
Dyckia_elongata,Plants,2.304921065
Dyckia_encholirioides,Plants,2.212529212
Dyckia_excelsa,Plants,0.792245601
Dyckia_ferruginea,Plants,0.271554979
Dyckia_frigida,Plants,2.304921065
Dyckia_gracilis,Plants,0.915959558
Dyckia_horridula,Plants,0.648724504
Dyckia_lagoensis,Plants,2.304921065
Dyckia_leptostachya,Plants,0.547935475
Dyckia_macedoi,Plants,0.837020705
Dyckia_microcalyx,Plants,1.201845926
Dyckia_minarum,Plants,0.088094034
Dyckia_orobanchoides,Plants,2.304921065
Dyckia_sellowiana,Plants,2.304921065
Dyckia_vaginosa,Plants,2.304921065
Dyckia_warmingii,Plants,2.304921065
Dyckia_weddelliana,Plants,0.382315831
Dyschoriste_amoena,Plants,2.304921065
Dyschoriste_boliviana,Plants,0.29736716
Dyschoriste_maranhonis,Plants,2.304921065
Dyschoriste_pulegium,Plants,2.304921065
Dysithamnus_leucostictus,Birds,6.061025117
Dysithamnus_mentalis,Birds,1.157260943
Dysithamnus_occidentalis,Birds,0.289281286
Dysolobium_pilosum,Plants,1.161022825
Dysphania_ambrosioides,Plants,2.475771183
Dyssochroma_viridiflora,Plants,2.78354638
Dystovomita_brasiliensis,Plants,2.508916307
Dystovomita_paniculata,Plants,0.895904084
Ebenus_myrmecocarpa,Plants,2.304921065
Ebenus_sericea,Plants,2.304921065
Ebermaiera_hirsuta,Plants,2.304921065
Ecclinusa_guianensis,Plants,1.085608374
Ecclinusa_lancifolia,Plants,0.986055365
Ecclinusa_parviflora,Plants,0.849671439
Ecclinusa_ramiflora,Plants,0.977872951
Eccremocarpus_huianaccapac,Plants,10.95462774
Eccremocarpus_viridis,Plants,0.855048265
Echeveria_peruviana,Plants,1.297935495
Echeveria_whitei,Plants,4.590683939
Echimys_chrysurus,Mammals,1.083534552
Echimys_saturnus,Mammals,1.014951822
Echimys_vieirai,Mammals,1.116486421
Echinochloa_chacoensis,Plants,9.688545536
Echinochloa_polystachya,Plants,1.10296521
Echinochloa_spectabilis,Plants,6.701190291
Echinocoryne_stricta,Plants,0.352719001
Echinocoryne_subulata,Plants,0.930106378
Echinodorus_eglandulosus,Plants,0.685170805
Echinodorus_floribundus,Plants,0.694148326
Echinodorus_grandiflorus,Plants,0.674292998
Echinodorus_horizontalis,Plants,0.662672517
Echinodorus_lanceolatus,Plants,1.127397309
Echinodorus_longiscapus,Plants,0.904914312
Echinodorus_paniculatus,Plants,1.130795482
Echinodorus_subalatus,Plants,1.117987107
Echinodorus_tenellus,Plants,1.262595815
Echinodorus_trialatus,Plants,3.265878379
Echinodorus_tunicatus,Plants,0.772402185
Echinopsis_bridgesii,Plants,5.727456389
Echinopsis_maximiliana,Plants,5.902692597
Echinopsis_pachanoi,Plants,0.427836636
Echinosepala_uncinata,Plants,0.993583478
Echites_nodosus,Plants,2.304921065
Echites_stipellaris,Plants,7.503722505
Eclipta_prostrata,Plants,1.145353898
Ectopopterys_soejartoi,Plants,0.493492175
Ectropothecium_aeruginosum,Plants,10.05191668
Ectropothecium_subdenticulatum,Plants,7.503722505
Ectropothecium_vesiculare,Plants,7.503722505
Edalorhina_nasuta,Amphibians,25.13377877
Edalorhina_perezi,Amphibians,0.449763575
Egeria_najas,Plants,0.742332021
Egletes_florida,Plants,8.218717163
Egletes_viscosa,Plants,0.930310725
Egretta_caerulea_R,Birds,0.998495378
Egretta_thula_R,Birds,7.503567936
Egretta_tricolor_R,Birds,3.431913313
Eichhornia_crassipes,Plants,0.989576413
Eichhornia_diversifolia,Plants,1.113165528
Eichhornia_heterosperma,Plants,0.852239738
Eichhornia_paradoxa,Plants,0.764834389
Eigenmannia_humboldtii,Fishes,0.870239822
Eigenmannia_limbata,Fishes,0.819411051
Eigenmannia_macrops,Fishes,0.892964317
Eigenmannia_nigra,Fishes,0.356196304
Eigenmannia_trilineata,Fishes,0.988764627
Eigenmannia_virescens,Fishes,0.994868825
Eira_barbara,Mammals,0.910705966
Eirmocephala_brachiata,Plants,0.699348938
Eirmocephala_cainarachiensis,Plants,0.908906625
Eirmocephala_megaphylla,Plants,0.83486338
Eitenia_praxeloides,Plants,0.89572939
Elachistocleis_bicolor,Amphibians,1.338482484
Elachistocleis_bumbameuboi,Amphibians,2.335139639
Elachistocleis_carvalhoi,Amphibians,1.23481731
Elachistocleis_helianneae,Amphibians,1.333533412
Elachistocleis_magna,Amphibians,1.559225984
Elachistocleis_muiraquitan,Amphibians,0.811214717
Elachistocleis_ovalis,Amphibians,0.581511125
Elachistocleis_surinamensis,Amphibians,2.012134786
Elachistocleis_surumu,Amphibians,1.302044364
Elachocharax_geryi,Fishes,0.594691218
Elachocharax_junki,Fishes,0.880485871
Elachocharax_mitopterus,Fishes,0.462854974
Elachocharax_pulcher,Fishes,0.729645994
Elachyptera_micrantha,Plants,0.710065108
Elaeagia_arborea,Plants,8.729531728
Elaeagia_barbata,Plants,0.986548958
Elaeagia_karstenii,Plants,0.918140199
Elaeagia_laxiflora,Plants,0.657268463
Elaeagia_mariae,Plants,1.114280236
Elaeagia_myriantha,Plants,1.109140777
Elaeagia_obovata,Plants,1.301155197
Elaeagia_pastoensis,Plants,0.974474415
Elaeagia_ruizteranii,Plants,0.054861236
Elaenia_albiceps_N,Birds,0.805590443
Elaenia_albiceps_R,Birds,1.345088779
Elaenia_brachyptera,Birds,1.728550714
Elaenia_chiriquensis,Birds,1.101039834
Elaenia_cristata,Birds,2.70671381
Elaenia_flavogaster,Birds,2.504363681
Elaenia_gigas,Birds,1.309852537
Elaenia_obscura,Birds,1.240091798
Elaenia_olivina,Birds,0.016748306
Elaenia_pallatangae,Birds,1.255313303
Elaenia_parvirostris_N,Birds,0.964181186
Elaenia_parvirostris_R,Birds,1.226038747
Elaenia_pelzelni,Birds,1.419162077
Elaenia_ruficeps,Birds,1.014434117
Elaenia_spectabilis_N,Birds,0.898436341
Elaenia_spectabilis_R,Birds,0.231420844
Elaenia_strepera_N,Birds,0.329538567
Elaeodendron_xylocarpum,Plants,2.272191497
Elaeoluma_glabrescens,Plants,0.93476601
Elaeoluma_nuda,Plants,1.332810637
Elaeoluma_schomburgkiana,Plants,1.098300603
Elanoides_forficatus_R,Birds,0.912754823
Elanus_leucurus,Birds,2.040254569
Elaphandra_moriana,Plants,0.975055691
Elaphoglossum_affine,Plants,1.357769301
Elaphoglossum_albescens,Plants,0.260995343
Elaphoglossum_alipes,Plants,7.675642854
Elaphoglossum_ambiguum,Plants,1.171545136
Elaphoglossum_amphioxys,Plants,0.762379343
Elaphoglossum_andicola,Plants,0.954203607
Elaphoglossum_angustius,Plants,0.981563514
Elaphoglossum_bellermannianum,Plants,1.330312052
Elaphoglossum_cardiophyllum,Plants,0.136327466
Elaphoglossum_castaneum,Plants,0.844764581
Elaphoglossum_chloodes,Plants,0.995955698
Elaphoglossum_ciliatum,Plants,0.843586364
Elaphoglossum_cordifolium,Plants,3.554376907
Elaphoglossum_cotapatense,Plants,6.759657344
Elaphoglossum_crassipes,Plants,0.521980255
Elaphoglossum_cristatum,Plants,3.218194821
Elaphoglossum_dannoritzeri,Plants,22.78356613
Elaphoglossum_decoratum,Plants,0.970781764
Elaphoglossum_dendricola,Plants,0.081160961
Elaphoglossum_didymoglossoides,Plants,7.145992075
Elaphoglossum_discolor,Plants,0.641435071
Elaphoglossum_elegantipes,Plants,0.896719648
Elaphoglossum_elkeae,Plants,15.90777544
Elaphoglossum_engelii,Plants,1.157924155
Elaphoglossum_exsertipes,Plants,25.038141
Elaphoglossum_gayanum,Plants,1.826040521
Elaphoglossum_glabellum,Plants,0.976632243
Elaphoglossum_glabrescens,Plants,2.18713364
Elaphoglossum_glaziovii,Plants,1.339334729
Elaphoglossum_gonzalesiae,Plants,10.97601432
Elaphoglossum_gracillimum,Plants,3.102077705
Elaphoglossum_guentheri,Plants,1.559622026
Elaphoglossum_hayesii,Plants,3.631336393
Elaphoglossum_haynaldii,Plants,1.239517333
Elaphoglossum_herminieri,Plants,3.04615427
Elaphoglossum_hickenii,Plants,12.89032327
Elaphoglossum_horridulum,Plants,1.233512985
Elaphoglossum_hymenodiastrum,Plants,2.035522969
Elaphoglossum_laminarioides,Plants,1.742810194
Elaphoglossum_lasioglottis,Plants,1.84288559
Elaphoglossum_latevagans,Plants,1.008706127
Elaphoglossum_laxisquama,Plants,1.35428459
Elaphoglossum_leprosum,Plants,0.904474698
Elaphoglossum_mathewsii,Plants,0.73729293
Elaphoglossum_megalurum,Plants,1.248863742
Elaphoglossum_melancholicum,Plants,1.614143555
Elaphoglossum_minutum,Plants,1.146936728
Elaphoglossum_mitorrhizum,Plants,0.730649805
Elaphoglossum_molle,Plants,0.373559869
Elaphoglossum_moorei,Plants,1.334259587
Elaphoglossum_nivosum,Plants,0.313371377
Elaphoglossum_oblanceolatum,Plants,1.128087899
Elaphoglossum_oophyllum,Plants,0.077078317
Elaphoglossum_orbignyanum,Plants,1.31501803
Elaphoglossum_ortegae,Plants,0.80429148
Elaphoglossum_ovatum,Plants,0.670908702
Elaphoglossum_pachyphyllum,Plants,1.691013921
Elaphoglossum_palorense,Plants,1.346220757
Elaphoglossum_papillosum,Plants,1.079685609
Elaphoglossum_pascoense,Plants,8.765700434
Elaphoglossum_paultonii,Plants,3.159076313
Elaphoglossum_petiolatum,Plants,0.255691554
Elaphoglossum_petiolosum,Plants,1.110224375
Elaphoglossum_piloselloides,Plants,1.222224845
Elaphoglossum_pilosius,Plants,0.704547922
Elaphoglossum_polyblepharum,Plants,0.802020944
Elaphoglossum_praetermissum,Plants,1.369452917
Elaphoglossum_propinquum,Plants,0.776992438
Elaphoglossum_pteropus,Plants,1.67699633
Elaphoglossum_puberulentum,Plants,9.512393991
Elaphoglossum_raywaense,Plants,0.87226325
Elaphoglossum_revolutum,Plants,1.415868996
Elaphoglossum_rigidum,Plants,1.002986352
Elaphoglossum_rosenstockii,Plants,2.212780059
Elaphoglossum_ruficomum,Plants,0.389389798
Elaphoglossum_scalpellum,Plants,0.156602396
Elaphoglossum_setigerum,Plants,1.010255532
Elaphoglossum_smithii,Plants,1.129888089
Elaphoglossum_solomonii,Plants,6.340354544
Elaphoglossum_squamipes,Plants,1.324057848
Elaphoglossum_stenophyllum,Plants,0.747486329
Elaphoglossum_styriacum,Plants,0.50133485
Elaphoglossum_succubus,Plants,0.129210902
Elaphoglossum_tabanense,Plants,4.256781713
Elaphoglossum_tovarense,Plants,0.731203448
Elaphoglossum_trichophorum,Plants,4.461401656
Elaphoglossum_vareschianum,Plants,12.54762577
Elaphoglossum_viscidum,Plants,0.460860611
Elaphoglossum_vulcanicum,Plants,0.183126007
Elaphoglossum_zebrinum,Plants,1.114454001
Elaphoglossum_zosteriformis,Plants,3.867009403
Elateriopsis_oerstedii,Plants,3.461580922
Elateriopsis_spectabilis,Plants,4.593170412
Elatine_ecuadoriensis,Plants,0.088131616
Electron_platyrhynchum,Birds,0.911716497
Electrophorus_electricus,Fishes,0.987621823
Eleocharis_acutangula,Plants,0.998287139
Eleocharis_albibracteata,Plants,1.143550704
Eleocharis_amazonica,Plants,0.722002605
Eleocharis_bonariensis,Plants,1.032435759
Eleocharis_contracta,Plants,0.720757839
Eleocharis_debilis,Plants,1.137997743
Eleocharis_elegans,Plants,1.116325497
Eleocharis_endounifascis,Plants,1.764482053
Eleocharis_filiculmis,Plants,1.075490611
Eleocharis_fistulosa,Plants,1.366411253
Eleocharis_jelskiana,Plants,1.188162
Eleocharis_liesneri,Plants,1.005269053
Eleocharis_loefgreniana,Plants,0.349054715
Eleocharis_minima,Plants,1.168255054
Eleocharis_mitrata,Plants,1.992728984
Eleocharis_nubigena,Plants,3.64384428
Eleocharis_nudipes,Plants,1.134843809
Eleocharis_plicarhachis,Plants,1.221522377
Eleocharis_pseudoalbibracteata,Plants,10.05157979
Eleocharis_quinquangularis,Plants,0.386133735
Eleocharis_radicans,Plants,4.029291014
Eleocharis_rugosa,Plants,0.610950685
Eleocharis_sellowiana,Plants,1.695101264
Eleocharis_subfoliata,Plants,1.764659837
Eleocharis_viviparus,Plants,2.304921065
Elephantopus_angustifolius,Plants,7.458283517
Elephantopus_biflorus,Plants,0.58206456
Elephantopus_elongatus,Plants,1.372916306
Elephantopus_mollis,Plants,0.881546872
Elephantopus_palustris,Plants,0.253512156
Elephantopus_riparius,Plants,0.533793554
Eleusine_tristachya,Plants,0.765325559
Eleutheranthera_ruderalis,Plants,1.245068417
Eleutheranthera_tenella,Plants,0.333685001
Eleutherine_citriodora,Plants,22.52600829
Eligmodontia_puerulus,Mammals,6.234356486
Elionurus_bilinguis,Plants,0.669746747
Elizabetha_bicolor,Plants,0.66348939
Elizabetha_durissima,Plants,0.015662862
Elizabetha_fanshawei,Plants,2.964075105
Elizabetha_macrostachya,Plants,1.315256222
Elleanthus_aureus,Plants,0.032791186
Elleanthus_blatteus,Plants,1.205863176
Elleanthus_caravata,Plants,1.710047352
Elleanthus_columnaris,Plants,0.245941504
Elleanthus_ecuadorensis,Plants,0.783872475
Elleanthus_ensatus,Plants,0.502020339
Elleanthus_kermesinus,Plants,1.065266349
Elleanthus_koehleri,Plants,0.979523835
Elleanthus_oliganthus,Plants,1.075226813
Elleanthus_phorcophyllus,Plants,0.306652855
Elleanthus_rhodolepis,Plants,17.88668626
Elleanthus_robustus,Plants,0.69718223
Elleanthus_ruizii,Plants,1.064190236
Elleanthus_scopulus,Plants,0.119234895
Elleanthus_setosus,Plants,11.04708159
Elleanthus_smithii,Plants,0.162546818
Elleanthus_virgatus,Plants,1.121953754
Elleanthus_weberbauerianus,Plants,1.967769421
Eltroplectris_calcarata,Plants,1.469348636
Elvasia_calophyllea,Plants,0.960422009
Elvasia_canescens,Plants,0.597405771
Elvasia_elvasioides,Plants,1.759204822
Elvasia_essequibensis,Plants,10.51165729
Elvasia_macrostipularis,Plants,1.261497006
Elvasia_quinqueloba,Plants,0.485739458
Elymus_scabriglumis,Plants,14.26635312
Elytraria_klugii,Plants,0.575410343
Elytrostachys_typica,Plants,0.012444652
Emberizoides_herbicola,Birds,1.613219159
Embernagra_platensis,Birds,1.44327229
Emmeorhiza_membrancea,Plants,2.304921065
Emmotum_affine,Plants,1.068801103
Emmotum_amazonicum,Plants,7.82079458
Emmotum_conjunctum,Plants,2.495735617
Emmotum_fagifolium,Plants,1.881360258
Emmotum_floribundum,Plants,0.843274188
Emmotum_nitens,Plants,1.191325564
Emmotum_yapacanum,Plants,2.819518203
Empidonax_alnorum_N,Birds,0.600941243
Empidonax_traillii_N,Birds,0.401394973
Empidonomus_varius_N,Birds,0.483204677
Empidonomus_varius_R,Birds,1.24588445
Enchisthenes_hartii,Mammals,1.132830435
Encholirium_lymanianum,Plants,0.390600499
Encholirium_rupestre,Plants,2.304921065
Encholirium_spectabile,Plants,0.700628643
Encyclia_auyantepuiensis,Plants,0.195645519
Encyclia_buchtienii,Plants,19.14640588
Encyclia_ceratistes,Plants,4.875375637
Encyclia_chloroleuca,Plants,0.974227833
Encyclia_conchaechila,Plants,3.875507409
Encyclia_cordigera,Plants,0.871167988
Encyclia_longifolia,Plants,1.611693184
Encyclia_mapuerae,Plants,2.304921065
Encyclia_oncidioides,Plants,2.107535741
Encyclia_randii,Plants,0.797413963
Encyclia_xerophytica,Plants,4.737311585
Endlicheria_arachnocome,Plants,0.847526035
Endlicheria_arenosa,Plants,0.651532613
Endlicheria_bracteolata,Plants,1.047810025
Endlicheria_chalisea,Plants,1.090682624
