species,group,Exposure
Tabernaemontana_sananho,Plants,0.9855021
Tabernaemontana_siphilitica,Plants,1.003910091
Tabernaemontana_stenoloba,Plants,2.502102704
Tacca_parkeri,Plants,9.054339671
Taccarum_caudatum,Plants,0.591281303
Tachia_gracilis,Plants,0.630021296
Tachia_grandifolia,Plants,0.567980103
Tachia_occidentalis,Plants,0.720470396
Tachia_schomburgkiana,Plants,3.610910226
Tachigali_alba,Plants,1.096408504
Tachigali_albiflora,Plants,3.093434173
Tachigali_bicornuta,Plants,1.131182486
Tachigali_bracteolata,Plants,1.451637503
Tachigali_candelabrum,Plants,6.639405116
Tachigali_cavipes,Plants,0.620529093
Tachigali_cenepensis,Plants,1.937915016
Tachigali_davidsei,Plants,1.359332115
Tachigali_dwyeri,Plants,0.651627082
Tachigali_goeldiana,Plants,1.093759528
Tachigali_guianensis,Plants,1.048096363
Tachigali_loretensis,Plants,0.367755083
Tachigali_macrostachya,Plants,3.702730358
Tachigali_melanocarpa,Plants,1.321337746
Tachigali_micropetala,Plants,0.756387223
Tachigali_multijuga,Plants,3.773799945
Tachigali_odoratissima,Plants,0.656656663
Tachigali_paraensis,Plants,1.412407742
Tachigali_paratyensis,Plants,1.310733993
Tachigali_plumbea,Plants,1.100302356
Tachigali_polyphylla,Plants,0.675785792
Tachigali_prancei,Plants,2.032569769
Tachigali_richardiana,Plants,0.733058787
Tachigali_rigida,Plants,3.007911938
Tachigali_setifera,Plants,0.850587279
Tachigali_subvelutina,Plants,0.828848699
Tachigali_ulei,Plants,1.74092794
Tachigali_vasquezii,Plants,0.212509485
Tachornis_squamata,Birds,0.925745021
Tachuris_rubrigastra_R,Birds,4.48937381
Tachybaptus_dominicus_R,Birds,6.088665435
Tachycineta_albiventer_R,Birds,1.019207752
Tachycineta_leucorrhoa_N,Birds,1.159938393
Tachycineta_leucorrhoa_R,Birds,0.558451615
Tachycineta_meyeni_N,Birds,2.793043756
Tachymenis_peruviana,Reptiles,6.738527755
Tachymenoides_affinis,Reptiles,0.367669281
Tachyphonus_phoenicius,Birds,2.958048364
Tachyphonus_rufus,Birds,1.38204183
Tadarida_brasiliensis,Mammals,1.172374656
Taeniacara_candidi,Fishes,0.854662575
Taeniophallus_brevirostris,Reptiles,0.955806251
Taeniophallus_nicagus,Reptiles,0.625247028
Taeniophallus_occipitalis,Reptiles,0.960527643
Taeniophallus_quadriocellatus,Reptiles,0.997070956
Taeniotriccus_andrei,Birds,1.407385517
Tagetes_elliptica,Plants,1.00799025
Tagetes_filifolia,Plants,1.324784823
Tagetes_gracilis,Plants,7.503722505
Tagetes_minuta,Plants,1.737871929
Tagetes_multiflora,Plants,1.126175149
Tagetes_peruviana,Plants,9.600343923
Tahuantinsuyoa_chipi,Fishes,1.861736066
Tahuantinsuyoa_macantzatza,Fishes,0.91673508
Talauma_gentryi,Plants,19.94494415
Talauma_ovata,Plants,1.085587789
Talinum_fruticosum,Plants,1.380827636
Talinum_paniculatum,Plants,1.228676284
Talinum_triangulare,Plants,1.440161846
Talisia_acutifolia,Plants,1.173624151
Talisia_amazonica,Plants,2.932881617
Talisia_cerasina,Plants,0.897090516
Talisia_cupularis,Plants,1.007618501
Talisia_dariensis,Plants,4.205464389
Talisia_dasyclada,Plants,0.578956171
Talisia_esculenta,Plants,0.963666089
Talisia_furfuracea,Plants,2.499608912
Talisia_ghilleana,Plants,0.635861753
Talisia_hexaphylla,Plants,1.129455946
Talisia_laevigata,Plants,5.005113063
Talisia_macrophylla,Plants,1.070038833
Talisia_marleneana,Plants,1.344623002
Talisia_megaphylla,Plants,1.243675612
Talisia_obovata,Plants,0.996456229
Talisia_pilosula,Plants,8.856089629
Talisia_praealta,Plants,1.661830295
Talisia_princeps,Plants,0.66013018
Talisia_retusa,Plants,1.250489934
Talisia_stricta,Plants,1.386004126
Talisia_veraluciana,Plants,1.12184227
Talpinaria_sandemanii,Plants,2.580159855
Tamandua_tetradactyla,Mammals,0.914401301
Tammsia_anomala,Plants,1.156365142
Tamonea_curassavica,Plants,0.766235613
Tamonea_spicata,Plants,2.232111639
Tanaecium_affine,Plants,0.776344822
Tanaecium_crucigerum,Plants,1.162705602
Tanaecium_decorticans,Plants,1.569705764
Tanaecium_jaroba,Plants,0.96210221
Tanaecium_xanthophyllum,Plants,0.830574767
Tangara_argyrofenges,Birds,1.329351248
Tangara_atrocoerulea,Birds,1.314139453
Tangara_aurulenta,Birds,1.451209841
Tangara_callophrys,Birds,0.470063109
Tangara_cayana,Birds,1.547112977
Tangara_chilensis,Birds,0.85065693
Tangara_chrysotis,Birds,2.301642236
Tangara_cyanicollis,Birds,0.800766495
Tangara_cyanotis,Birds,0.732305233
Tangara_episcopus,Birds,0.987764018
Tangara_flava,Birds,1.055492497
Tangara_fulvicervix,Birds,1.363111302
Tangara_guttata,Birds,0.320100448
Tangara_gyrola,Birds,1.175355817
Tangara_heinei,Birds,0.179963579
Tangara_labradorides,Birds,1.130286905
Tangara_mexicana,Birds,0.918156687
Tangara_meyerdeschauenseei,Birds,1.30057154
Tangara_nigrocincta,Birds,0.945084124
Tangara_nigroviridis,Birds,1.628486916
Tangara_palmarum,Birds,0.925504774
Tangara_parzudakii,Birds,1.029945188
Tangara_punctata,Birds,1.294437065
Tangara_ruficervix,Birds,0.269614957
Tangara_sayaca_N,Birds,1.189524436
Tangara_sayaca_R,Birds,0.681108516
Tangara_schrankii,Birds,0.593228806
Tangara_varia,Birds,1.447593348
Tangara_vassorii,Birds,0.169607265
Tangara_velia,Birds,0.867344076
Tangara_viridicollis,Birds,1.193526549
Tangara_whitelyi,Birds,0.34733211
Tangara_xanthocephala,Birds,1.699980325
Tangara_xanthogastra,Birds,0.727334932
Tantilla_melanocephala,Reptiles,0.998559196
Taonabo_candolleana,Plants,2.304921065
Tapeinostemon_longiflorum,Plants,1.722146321
Tapeinostemon_spenneroides,Plants,1.309450522
Tapera_naevia,Birds,2.072965905
Taphrospilus_hypostictus,Birds,1.314734909
Tapirira_guianensis,Plants,1.020354086
Tapirira_pilosa,Plants,3.047869908
Tapirira_retusa,Plants,0.631169183
Tapirira_rubrinervis,Plants,0.762835592
Tapirus_pinchaque,Mammals,0.07107649
Tapirus_terrestris,Mammals,1.0029076
Tapura_amazonica,Plants,0.885481434
Tapura_coriacea,Plants,0.688699026
Tapura_guianensis,Plants,1.089083243
Tapura_juruana,Plants,0.620221741
Tapura_lanceolata,Plants,0.830630133
Tapura_peruviana,Plants,0.623220416
Tapura_singularis,Plants,1.405475629
Tapura_tessmannii,Plants,7.503722505
Tara_spinosa,Plants,24.39757898
Taraba_major,Birds,0.935559049
Tarasa_nototrichoides,Plants,1.557612071
Tarasa_tarapacana,Plants,4.384886373
Tarasa_tenella,Plants,1.687275565
Tarasa_thyrsoidea,Plants,0.758789903
Taraxacum_fernandezianum,Plants,1.09889596
Tarenaya_hassleriana,Plants,1.468365826
Tarenaya_longipes,Plants,1.031099686
Tarenaya_parviflora,Plants,0.368823646
Tarenaya_spinosa,Plants,0.842019253
Tarenaya_virens,Plants,10.61931617
Tarphonomus_harterti,Birds,3.388374207
Tassadia_aristata,Plants,0.822087573
Tassadia_berteroana,Plants,0.687832975
Tassadia_castellanosii,Plants,5.142184783
Tassadia_colubrina,Plants,2.304921065
Tassadia_comosa,Plants,2.304921065
Tassadia_cordata,Plants,3.283450563
Tassadia_guianensis,Plants,1.777040156
Tassadia_kamaensis,Plants,0.863183995
Tassadia_lanceolata,Plants,2.304921065
Tassadia_leptobotrys,Plants,2.590943693
Tassadia_milanezii,Plants,1.00362784
Tassadia_obovata,Plants,1.112076834
Tassadia_ovalifolia,Plants,0.954545731
Tassadia_propinqua,Plants,1.121046521
Tassadia_trailiana,Plants,1.352973847
Tatia_aulopygia,Fishes,0.96166971
Tatia_caxiuanensis,Fishes,7.471530109
Tatia_dunni,Fishes,0.385690585
Tatia_galaxias,Fishes,1.061509286
Tatia_gyrina,Fishes,0.538690694
Tatia_intermedia,Fishes,0.832928482
Tatia_nigra,Fishes,1.126216856
Tatia_strigata,Fishes,0.81808003
Tatianyx_arnacites,Plants,0.727263846
Taxilejeunea_acutifolia,Plants,7.503722505
Taxilejeunea_decora,Plants,1.091951773
Taxilejeunea_isocalycina,Plants,1.712390119
Taxilejeunea_macrorhyncha,Plants,0.594061244
Taxilejeunea_obtusangula,Plants,1.363544565
Taxilejeunea_surinamensis,Plants,8.940582166
Tayassu_pecari,Mammals,0.93039201
Tayloria_scabriseta,Plants,0.983659872
Tecoma_castanifolia,Plants,0.488233225
Tecoma_cochabambensis,Plants,0.730449916
Tecoma_exima,Plants,2.304921065
Tecoma_guarume,Plants,1.255723241
Tecoma_leucophlocoa,Plants,2.304921065
Tecoma_serrata,Plants,2.304921065
Tecoma_tanaeciiflora,Plants,7.503722505
Tecoma_tenuiflora,Plants,0.868073642
Tecoma_weberbaueriana,Plants,1.304461704
Tectaria_acutiloba,Plants,1.289620901
Tectaria_antioquoiana,Plants,1.191714193
Tectaria_atropurpurea,Plants,4.043707722
Tectaria_chimborazensis,Plants,1.805850139
Tectaria_draconoptera,Plants,0.975229071
Tectaria_incisa,Plants,0.995670776
Tectaria_leprieurii,Plants,5.239756011
Tectaria_microsora,Plants,0.801480881
Tectaria_pilosa,Plants,0.862469313
Tectaria_plantaginea,Plants,1.171936201
Tectaria_pubens,Plants,0.340631454
Tectaria_sodiroi,Plants,0.885518449
Tectaria_trifoliata,Plants,2.301159721
Tectaria_trinitensis,Plants,1.94057645
Telanthera_brasiliensis,Plants,2.304921065
Telaranea_coactilis,Plants,1.027070592
Telaranea_nematodes,Plants,0.388917322
Telaranea_pecten,Plants,2.304921065
Teleocichla_centisquama,Fishes,1.636285684
Teleocichla_centrarchus,Fishes,1.347073269
Teleocichla_cinderella,Fishes,0.803036246
Teleocichla_gephyrogramma,Fishes,6.92661956
Teleocichla_monogramma,Fishes,6.92661956
Teleocichla_prionogenys,Fishes,0.909341622
Teleocichla_proselytus,Fishes,2.137120559
Teliostachya_lanceolata,Plants,0.197473755
Telipogon_antisuyensis,Plants,22.18988978
Telipogon_boissierianus,Plants,0.247054004
Telipogon_bowmanii,Plants,1.86431242
Telipogon_ionopogon,Plants,0.189859605
Telipogon_javiercastroviejoi,Plants,22.18988978
Telipogon_machupicchuensis,Plants,6.088142389
Telipogon_tupayachii,Plants,10.66508964
Telipogon_venustus,Plants,0.674992623
Telitoxicum_duckei,Plants,0.946419237
Telitoxicum_krukovii,Plants,0.966546625
Telitoxicum_rodriguesii,Plants,5.891477124
Telmatobius_atahualpai,Amphibians,0.03690903
Telmatobius_brevirostris,Amphibians,0.077250112
Telmatobius_jelskii,Amphibians,35.89321504
Telmatobius_marmoratus,Amphibians,8.695076164
Telmatobius_punctatus,Amphibians,4.878669232
Telmatobius_truebae,Amphibians,0.568231775
Telmatobius_verrucosus,Amphibians,7.767757654
Telminostelma_foetidum,Plants,1.020235597
Temnadenia_ornata,Plants,1.208264928
Temnadenia_violacea,Plants,0.231498112
Tephrosia_decumbens,Plants,1.12984422
Tephrosia_domingensis,Plants,0.732243386
Tephrosia_nitens,Plants,0.653586646
Tephrosia_purpurea,Plants,2.420861936
Tephrosia_rufescens,Plants,0.7228687
Tepuia_cardonae,Plants,0.527369525
Tepuia_tatei,Plants,1.688471668
Tepuia_venusta,Plants,1.434352474
Tepuianthus_aracensis,Plants,0.341561943
Tepuianthus_auyantepuiensis,Plants,0.495600635
Tepuianthus_sarisarinamensis,Plants,0.186983655
Tepuihyla_edelcae,Amphibians,0.852408417
Tepuihyla_exophthalma,Amphibians,0.929985047
Tepuihyla_obscura,Amphibians,1.27055443
Tepuihyla_rodriguezi,Amphibians,0.750524822
Tepuihyla_tuberculosa,Amphibians,0.385053762
Teramnus_uncinatus,Plants,1.089964623
Teratohyla_adenocheira,Amphibians,1.727916473
Teratohyla_amelie,Amphibians,0.871080282
Teratohyla_midas,Amphibians,0.892931169
Terenotriccus_erythrurus,Birds,0.906360711
Terminalia_acuminata,Plants,0.90756944
Terminalia_adamantium,Plants,2.304921065
Terminalia_amazonia,Plants,1.023763366
Terminalia_australis,Plants,1.369333886
Terminalia_brasiliensis,Plants,0.596904081
Terminalia_grandis,Plants,19.26414513
Terminalia_hoffmansegg,Plants,2.304921065
Terminalia_januarensis,Plants,1.987173125
Terminalia_lucida,Plants,1.270113379
Terminalia_macrophylla,Plants,0.924130066
Terminalia_oblonga,Plants,0.935369697
Terminalia_obovata,Plants,0.983462966
Terminalia_phaeocarpa,Plants,0.821541954
Terminalia_ramatuella,Plants,0.785039458
Terminalia_riedelii,Plants,2.304921065
Terminalia_rotundifolia,Plants,2.304921065
Terminalia_tetraphylla,Plants,1.035127267
Ternstroemia_borbensis,Plants,9.148708013
Ternstroemia_candolleana,Plants,0.942811409
Ternstroemia_clusiifolia,Plants,0.406672958
Ternstroemia_cuneifolia,Plants,0.784974586
Ternstroemia_dentata,Plants,1.29535868
Ternstroemia_distyla,Plants,0.995411846
Ternstroemia_globiflora,Plants,2.525392546
Ternstroemia_huberi,Plants,0.334374363
Ternstroemia_killipiana,Plants,1.203232429
Ternstroemia_krukoffiana,Plants,4.783526778
Ternstroemia_lehmannii,Plants,0.25452459
Ternstroemia_macrocarpa,Plants,0.002259191
Ternstroemia_maguirei,Plants,0.663560369
Ternstroemia_multiflora,Plants,2.304921065
Ternstroemia_quinquepartita,Plants,1.120549192
Terpsichore_anfractuosa,Plants,1.271712263
Terpsichore_chrysleri,Plants,1.46911841
Terpsichore_cretata,Plants,4.256781713
Terpsichore_dolorensis,Plants,20.85009484
Terpsichore_gradata,Plants,2.198679884
Terpsichore_immixta,Plants,0.702201218
Terpsichore_leucosticta,Plants,0.363861229
Terpsichore_mollissima,Plants,2.212923375
Terpsichore_nana,Plants,62.24458829
Terpsichore_reclinatoides,Plants,1.153742828
Terpsichore_semihirsuta,Plants,1.627827488
Terpsichore_staheliana,Plants,2.293117526
Terpsichore_taxifolia,Plants,1.263163068
Tersina_viridis,Birds,0.847322848
Tessaria_dodonaeifolia,Plants,0.716210609
Tessaria_fastigiata,Plants,1.73876457
Tessaria_integrifolia,Plants,0.848501045
Tessmannianthus_calcaratus,Plants,0.062153753
Tessmannianthus_cenepensis,Plants,6.105038734
Tetracera_amazonica,Plants,1.180788198
Tetracera_costata,Plants,1.105129351
Tetracera_hydrophila,Plants,0.779481417
Tetracera_maguirei,Plants,10.30380687
Tetracera_surinamensis,Plants,2.044010313
Tetracera_volubilis,Plants,1.377542442
Tetragastris_hostmannii,Plants,1.371686653
Tetragastris_mucronata,Plants,2.671015777
Tetragastris_panamensis,Plants,0.928409398
Tetraglochin_cristatum,Plants,1.109808018
Tetragonopterus_anostomus,Fishes,1.515015604
Tetragonopterus_argenteus,Fishes,0.968055985
Tetragonopterus_chalceus,Fishes,0.993089457
Tetralocularia_pennellii,Plants,0.853546407
Tetrameranthus_duckei,Plants,0.488254717
Tetrameranthus_globulifer,Plants,5.103591522
Tetrameranthus_globuliferus,Plants,2.979515043
Tetrameranthus_guianensis,Plants,1.670898448
Tetrameranthus_laomae,Plants,0.783817954
Tetrameranthus_macrocarpus,Plants,4.561994651
Tetrameranthus_umbellatus,Plants,0.627185084
Tetramerium_nervosum,Plants,3.145724757
Tetramerium_surcubambense,Plants,14.65638966
Tetramerium_zeta,Plants,3.081931903
Tetranematichthys_barthemi,Fishes,0.465945454
Tetranematichthys_quadrifilis,Fishes,0.805449431
Tetranematichthys_wallacei,Fishes,0.569364285
Tetraplandra_anomala,Plants,2.304921065
Tetraplandra_longipetiolata,Plants,2.304921065
Tetrapteris_crispa,Plants,22.19300651
Tetrapteris_magnifolia,Plants,3.226027034
Tetrapteris_mucronata,Plants,3.019127293
Tetrapterys_bracteolata,Plants,2.304921065
Tetrapterys_calophylla,Plants,1.112071686
Tetrapterys_chamaecerasifolia,Plants,0.837037098
Tetrapterys_cordifolia,Plants,0.850338983
Tetrapterys_discolor,Plants,0.974900679
Tetrapterys_gaudichaudiana,Plants,2.304921065
Tetrapterys_humilis,Plants,2.304921065
Tetrapterys_latibracteolata,Plants,0.824508627
Tetrapterys_longibracteata,Plants,0.652165101
Tetrapterys_lundiana,Plants,2.304921065
Tetrapterys_mucronata,Plants,1.098623458
Tetrapterys_pohliana,Plants,2.304921065
Tetrapterys_psilophylla,Plants,2.304921065
Tetrapterys_pusilla,Plants,2.507420475
Tetrapterys_stephaniana,Plants,2.304921065
Tetrapterys_stipulacea,Plants,0.517450281
Tetrapterys_styloptera,Plants,0.956292549
Tetrapterys_xylosteifolia,Plants,1.402524728
Tetrasida_chachapoyensis,Plants,0.141379902
Tetrastylidium_grandifolium,Plants,0.719718316
Tetrastylidium_peruvianum,Plants,0.627857244
Tetrathylacium_macrophyllum,Plants,0.825042529
Tetraulacium_veroniciforme,Plants,2.081127292
Tetrorchidium_andinum,Plants,0.826215129
Tetrorchidium_euryphyllum,Plants,0.599303269
Tetrorchidium_macrophyllum,Plants,0.724127494
Tetrorchidium_ochroleucum,Plants,1.004072008
Tetrorchidium_parvulum,Plants,2.627272215
Tetrorchidium_popayanense,Plants,0.810079937
Tetrorchidium_rubrivenium,Plants,0.78157008
Teucrium_vesicarium,Plants,0.957427869
Thalassophryne_amazonica,Fishes,0.361381846
Thalia_multiflora,Plants,1.050964292
Thalia_peterseniana,Plants,2.304921065
Thalictrum_longistylum,Plants,0.918969813
Thalictrum_podocarpum,Plants,1.124562961
Thalictrum_venturii,Plants,4.32188434
Thalpomys_cerradensis,Mammals,0.188742338
Thalpomys_lasiotis,Mammals,0.936069935
Thalurania_furcata,Birds,0.909917893
Thamniopsis_colombica,Plants,0.559307245
Thamniopsis_cruegeriana,Plants,1.30738876
Thamniopsis_killipii,Plants,2.50342889
Thamniopsis_pendula,Plants,0.873434358
Thamniopsis_sinuata,Plants,2.322809307
Thamnistes_aequatorialis,Birds,1.41936327
Thamnium_filiferum,Plants,7.503722505
Thamnodynastes_pallidus,Reptiles,0.807700683
Thamnomanes_ardesiacus,Birds,0.864684374
Thamnomanes_caesius,Birds,1.004023213
Thamnomanes_saturninus,Birds,0.793647748
Thamnomanes_schistogynus,Birds,0.53530438
Thamnophilus_aethiops,Birds,0.871468743
Thamnophilus_amazonicus,Birds,0.862018041
Thamnophilus_aroyae,Birds,2.505078302
Thamnophilus_caerulescens,Birds,1.649928128
Thamnophilus_cryptoleucus,Birds,1.173351135
Thamnophilus_divisorius,Birds,0.993730047
Thamnophilus_doliatus,Birds,0.896879309
Thamnophilus_insignis,Birds,0.054106471
Thamnophilus_melanothorax,Birds,1.860974017
Thamnophilus_murinus,Birds,0.771210762
Thamnophilus_nigrocinereus,Birds,0.833507269
Thamnophilus_palliatus,Birds,1.397166057
Thamnophilus_praecox,Birds,1.750740364
Thamnophilus_punctatus,Birds,1.346948544
Thamnophilus_ruficapillus,Birds,0.488610264
Thamnophilus_schistaceus,Birds,0.764877943
Thamnophilus_stictocephalus,Birds,1.514276929
Thamnophilus_sticturus,Birds,0.428050072
Thamnophilus_subfasciatus,Birds,1.630984403
Thamnophilus_tenuepunctatus,Birds,1.238780243
Thamnophilus_torquatus,Birds,1.212842992
Thamnophilus_unicolor,Birds,0.99676461
Thaumatocaryon_sellowianum,Plants,2.734068583
Thaumatophyllum_bipinnatifidum,Plants,0.170954215
Thaumatophyllum_solimoesense,Plants,1.84070584
Thaumatophyllum_undulatum,Plants,1.150238891
Thayeria_boehlkei,Fishes,0.918566719
Thayeria_obliqua,Fishes,0.894904428
Thecadactylus_solimoensis,Reptiles,0.541807404
Thelypteris_abrupta,Plants,1.406695217
Thelypteris_amphioxypteris,Plants,1.413514001
Thelypteris_andicola,Plants,1.294632731
Thelypteris_arborea,Plants,0.303000332
Thelypteris_aspidioides,Plants,0.828302932
Thelypteris_aymarae,Plants,1.217213595
Thelypteris_berroi,Plants,0.633820534
Thelypteris_brachypoda,Plants,8.853653878
Thelypteris_brausei,Plants,1.114178068
Thelypteris_buchtienii,Plants,2.37132412
Thelypteris_campii,Plants,4.040864929
Thelypteris_canadasii,Plants,1.364372984
Thelypteris_cheilanthoides,Plants,1.087611505
Thelypteris_curta,Plants,1.177884114
Thelypteris_decussata,Plants,1.144478484
Thelypteris_deflexa,Plants,1.017815762
Thelypteris_eriosora,Plants,0.866375107
Thelypteris_falcata,Plants,1.065311895
Thelypteris_gardneriana,Plants,0.538456691
Thelypteris_glandulosa,Plants,0.702906981
Thelypteris_glaziovii,Plants,1.99590436
Thelypteris_grandis,Plants,0.774321001
Thelypteris_invisa,Plants,1.133861518
Thelypteris_lingulata,Plants,1.108976016
Thelypteris_linkiana,Plants,0.911797849
Thelypteris_longifolia,Plants,0.931792288
Thelypteris_lugubris,Plants,0.383612197
Thelypteris_maxoniana,Plants,0.643289344
Thelypteris_membranacea,Plants,0.686690171
Thelypteris_mexiae,Plants,2.304921065
Thelypteris_nubicola,Plants,4.256781713
Thelypteris_oligocarpa,Plants,0.97941129
Thelypteris_opposita,Plants,0.971056428
Thelypteris_pachyrhachis,Plants,1.051240708
Thelypteris_parva,Plants,1.67E-05
Thelypteris_patens,Plants,0.715564863
Thelypteris_pelludia,Plants,2.203094254
Thelypteris_peripae,Plants,0.97050945
Thelypteris_phacelothrix,Plants,22.18988978
Thelypteris_pilosula,Plants,1.197402402
Thelypteris_poiteana,Plants,1.471711115
Thelypteris_polyphlebia,Plants,0.745447462
Thelypteris_polypodioides,Plants,2.304921065
Thelypteris_ptarmiciformis,Plants,14.55481625
Thelypteris_pteroidea,Plants,0.812624798
Thelypteris_pusilla,Plants,1.259384847
Thelypteris_refracta,Plants,2.304921065
Thelypteris_reptans,Plants,0.424898251
Thelypteris_resinifera,Plants,1.434031183
Thelypteris_rigescens,Plants,0.152287404
Thelypteris_rivularioides,Plants,1.092657359
Thelypteris_rosenstockii,Plants,1.096961683
Thelypteris_rudiformis,Plants,0.254291386
Thelypteris_rufa,Plants,0.788493203
Thelypteris_sapechoana,Plants,0.304001815
Thelypteris_schunkei,Plants,0.891367561
Thelypteris_serrata,Plants,0.724104176
Thelypteris_stierii,Plants,0.71567049
Thelypteris_supina,Plants,0.637101729
Thelypteris_tetragona,Plants,1.636747141
Thelypteris_tryonorum,Plants,11.35130195
Thelypteris_uncinata,Plants,0.811097182
Thelypteris_urens,Plants,2.304921065
Themistoclesia_dependens,Plants,0.514466359
Themistoclesia_peruviana,Plants,0.758814811
Themistoclesia_vegasana,Plants,0.028817771
Theobroma_bernoullii,Plants,1.96058869
Theobroma_bicolor,Plants,0.687280284
Theobroma_cacao,Plants,1.077528929
Theobroma_canumanense,Plants,1.801414759
Theobroma_grandiflorum,Plants,0.928050717
Theobroma_microcarpum,Plants,0.747547206
Theobroma_obovatum,Plants,0.573044626
Theobroma_simiarum,Plants,0.24760875
Theobroma_sinuosum,Plants,4.249897219
Theobroma_speciosum,Plants,0.982522896
Theobroma_stipulatum,Plants,8.876839778
Theobroma_subincanum,Plants,0.926648683
Theristicus_branickii,Birds,0.496310314
Theristicus_caerulescens,Birds,0.7989413
Theristicus_caudatus,Birds,0.94600217
Thevetia_bicornuta,Plants,0.340896215
Thevetia_peruviana,Plants,0.695531586
Thibaudia_acacioides,Plants,4.654386541
Thibaudia_andrei,Plants,0.7009243
Thibaudia_angustifolia,Plants,1.866615386
Thibaudia_axillaris,Plants,3.117884416
Thibaudia_biflora,Plants,0.650090604
Thibaudia_crenulata,Plants,0.974268371
Thibaudia_cupatensis,Plants,0.23604749
Thibaudia_engleriana,Plants,0.949223049
Thibaudia_longipes,Plants,0.300026715
Thibaudia_lugoi,Plants,7.829102959
Thibaudia_martiniana,Plants,0.505629957
Thibaudia_mellifera,Plants,11.07882066
Thibaudia_melliflora,Plants,5.45085703
Thibaudia_moricandii,Plants,7.503722505
Thibaudia_nutans,Plants,1.049594933
Thibaudia_regularis,Plants,6.099293358
Thibaudia_spathulata,Plants,7.503722505
Thibaudia_uniflora,Plants,11.00016677
Thinocorus_orbignyianus_R,Birds,3.582495215
Thinocorus_rumicivorus_N,Birds,3.423476906
Thinouia_myriantha,Plants,1.004387229
Thinouia_trifoliolata,Plants,0.571099234
Thismia_glaziovii,Plants,2.802615406
Thismia_hyalina,Plants,3.038179552
Thismia_melanomitra,Plants,17.28920138
Thismia_singeri,Plants,3.685313725
Thlypopsis_inornata,Birds,1.544977843
Thlypopsis_ornata,Birds,0.747409353
Thlypopsis_pectoralis,Birds,3.693079549
Thlypopsis_ruficeps,Birds,2.643640809
Thlypopsis_sordida,Birds,0.905576298
Thlypopsis_superciliaris,Birds,0.732052976
Thomasomys_andersoni,Mammals,2.133510561
Thomasomys_aureus,Mammals,0.782363956
Thomasomys_auricularis,Mammals,1.011950174
Thomasomys_baeops,Mammals,0.258639277
Thomasomys_cinnameus,Mammals,0.001639641
Thomasomys_daphne,Mammals,1.536159736
Thomasomys_eleusis,Mammals,3.17E-05
Thomasomys_erro,Mammals,0.071690723
Thomasomys_gracilis,Mammals,0.940154676
Thomasomys_incanus,Mammals,0.479541229
Thomasomys_ischyrus,Mammals,0.842614052
Thomasomys_kalinowskii,Mammals,0.378873598
Thomasomys_ladewi,Mammals,2.051549971
Thomasomys_notatus,Mammals,0.570559592
Thomasomys_onkiro,Mammals,0.578925701
Thomasomys_oreas,Mammals,0.729537998
Thomasomys_paramorum,Mammals,0.06238034
Thomasomys_praetor,Mammals,0.031214992
Thomasomys_pyrrhonotus,Mammals,0.351686502
Thomasomys_rosalinda,Mammals,0.392956149
Thomasomys_silvestris,Mammals,0.142940073
Thomasomys_taczanowskii,Mammals,0.163843528
Thoracocarpus_bissectus,Plants,1.074408724
Thoracocharax_securis,Fishes,0.873966702
Thoracocharax_stellatus,Fishes,0.958852008
Thrasya_achlysophila,Plants,6.040198263
Thrasya_paspaloides,Plants,1.680916422
Thrasya_petrosa,Plants,0.714469602
Thrasya_thrasyoides,Plants,0.665806775
Thrasya_trinitensis,Plants,5.499848459
Threnetes_leucurus,Birds,0.836009095
Threnetes_niger,Birds,1.032866878
Thripadectes_flammulatus,Birds,0.274358724
Thripadectes_holostictus,Birds,1.074601293
Thripadectes_melanorhynchus,Birds,0.686739206
Thripadectes_scrutator,Birds,0.420486413
Thripadectes_virgaticeps,Birds,0.605570466
Thripophaga_cherriei,Birds,0.146209923
Thripophaga_fusciceps,Birds,0.819901051
Thripophaga_gutturata,Birds,0.952938675
Thrissobrycon_pectinifer,Fishes,0.91260576
Thryallis_parviflora,Plants,0.615841092
Thryophilus_rufalbus,Birds,0.337395303
Thuidium_delicatulum,Plants,1.059432935
Thuidium_pauperum,Plants,7.503722505
Thuidium_scabrosulum,Plants,1.732324264
Thuidium_tomentosum,Plants,0.744929509
Thurnia_jenmanii,Plants,12.6117174
Thurnia_sphaerocephala,Plants,1.202423454
Thyella_rufa-velutina,Plants,0.704795874
Thyella_serrata,Plants,0.916320163
Thylamys_karimii,Mammals,0.280531063
Thylamys_pallidior,Mammals,6.270415044
Thylamys_venustus,Mammals,0.957890614
Thyroptera_devivoi,Mammals,0.89224827
Thyroptera_discifera,Mammals,0.772087514
Thyroptera_tricolor,Mammals,0.96566246
Thyroptera_wynneae,Mammals,0.123372037
Thyrsacanthus_boliviensis,Plants,0.442773216
Thyrsanthus_meridionalis,Plants,2.304921065
Thyrsodium_puberulum,Plants,1.142524636
Thyrsodium_spruceanum,Plants,1.060516173
Thysananthus_auriculatus,Plants,0.55911502
Thysananthus_innovans,Plants,0.821825494
Thysanostemon_fanshawei,Plants,14.69957097
Tibouchina_adenophora,Plants,0.63602075
Tibouchina_aegopogon,Plants,0.440694244
Tibouchina_albescens,Plants,0.782896099
Tibouchina_albicans,Plants,2.304921065
Tibouchina_alpestris,Plants,1.121054121
